SITE,PLOT,TREAT,SPP,DBH,CANOPY,BROWSE,UND,START_END,CLUMP,QUAD,DIV,BA_unscale,BA_ha
STEESE,35_3,3,ARCTO,0.4,80,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.5,70,N,LEGR,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,0.4,40,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.4,85,Y,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.5,90,N,LEGR,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,0.3,70,N,LEGR,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,35_3,3,ARCTO,0.4,75,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.3,100,N,LEGR,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,35_3,3,ARCTO,0.5,50,N,LEGR,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,0.4,40,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.3,70,N,LEGR,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,35_3,3,ARCTO,0.5,40,N,LEGR,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,0.3,80,N,LEGR,END,CLUMP,50,d,7.07E-06,0.000353429
STEESE,35_3,3,ARCTO,0.7,95,N,LEGR,START,CLUMP,50,d,3.85E-05,0.001924226
STEESE,35_3,3,ARCTO,0.6,90,N,LEGR,,CLUMP,50,d,2.83E-05,0.001413717
STEESE,35_3,3,ARCTO,0.5,100,N,LEGR,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,1,70,N,LEGR,,CLUMP,50,d,7.85E-05,0.003926991
STEESE,35_3,3,ARCTO,0.7,90,N,LEGR,,CLUMP,50,d,3.85E-05,0.001924226
STEESE,35_3,3,ARCTO,0.6,90,N,LEGR,,CLUMP,50,d,2.83E-05,0.001413717
STEESE,35_3,3,ARCTO,0.4,80,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.8,80,N,LEGR,,CLUMP,50,d,5.03E-05,0.002513274
STEESE,35_3,3,ARCTO,0.5,75,N,LEGR,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,0.9,90,N,LEGR,,CLUMP,50,d,6.36E-05,0.003180863
STEESE,35_3,3,ARCTO,0.8,75,N,LEGR,,CLUMP,50,d,5.03E-05,0.002513274
STEESE,35_3,3,ARCTO,0.4,95,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.2,75,N,LEGR,,CLUMP,50,d,3.14E-06,0.00015708
STEESE,35_3,3,ARCTO,0.6,50,N,LEGR,,CLUMP,50,d,2.83E-05,0.001413717
STEESE,35_3,3,ARCTO,0.9,90,N,LEGR,,CLUMP,50,d,6.36E-05,0.003180863
STEESE,35_3,3,ARCTO,0.4,80,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.4,90,N,LEGR,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.9,95,N,LEGR,,CLUMP,50,d,6.36E-05,0.003180863
STEESE,35_3,3,ARCTO,0.6,95,N,LEGR,,CLUMP,50,d,2.83E-05,0.001413717
STEESE,35_3,3,ARCTO,0.8,90,N,LEGR,,CLUMP,50,d,5.03E-05,0.002513274
STEESE,35_3,3,ARCTO,0.7,95,N,LEGR,,CLUMP,50,d,3.85E-05,0.001924226
STEESE,35_3,3,ARCTO,0.8,80,N,LEGR,,CLUMP,50,d,5.03E-05,0.002513274
STEESE,35_3,3,ARCTO,0.6,90,N,LEGR,,CLUMP,50,d,2.83E-05,0.001413717
STEESE,35_3,3,ARCTO,0.7,95,N,LEGR,END,CLUMP,50,d,3.85E-05,0.001924226
STEESE,35_3,3,ARCTO,0.4,95,N,LITTER,START,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.3,100,N,LITTER,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,35_3,3,ARCTO,0.4,100,N,LITTER,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.2,95,N,LITTER,,CLUMP,50,d,3.14E-06,0.00015708
STEESE,35_3,3,ARCTO,0.7,90,N,LITTER,,CLUMP,50,d,3.85E-05,0.001924226
STEESE,35_3,3,ARCTO,0.5,95,N,LITTER,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,0.4,95,N,LITTER,,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,ARCTO,0.2,95,N,LITTER,,CLUMP,50,d,3.14E-06,0.00015708
STEESE,35_3,3,ARCTO,0.2,95,N,LITTER,END,CLUMP,50,d,3.14E-06,0.00015708
STEESE,35_3,3,SALIX,3.6,90,Y,EQSC,START,CLUMP,50,d,0.001017876,0.050893801
STEESE,35_3,3,SALIX,0.8,95,N,EQSC,,CLUMP,50,d,5.03E-05,0.002513274
STEESE,35_3,3,BENE,1.7,95,Y,VAUL,,IND,50,d,0.00022698,0.011349003
STEESE,35_3,3,ARCTO,2.3,20,N,MOSS,START,CLUMP,50,d,0.000415476,0.020773781
STEESE,35_3,3,ARCTO,0.3,30,N,MOSS,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,35_3,3,ARCTO,0.2,40,N,MOSS,,CLUMP,50,d,3.14E-06,0.00015708
STEESE,35_3,3,ARCTO,0.4,70,N,MOSS,END,CLUMP,50,d,1.26E-05,0.000628319
STEESE,35_3,3,BENE,1.3,95,N,LITTER,,IND,50,d,0.000132732,0.006636614
STEESE,35_3,3,POTR,1.1,95,Y,LITTER,,IND,50,d,9.50E-05,0.004751659
STEESE,35_3,3,ALCR,0.9,95,N,LEGR,START,CLUMP,50,d,6.36E-05,0.003180863
STEESE,35_3,3,ALCR,0.9,95,N,LEGR,END,CLUMP,50,d,6.36E-05,0.003180863
STEESE,35_3,3,POTR,1.5,95,N,EQSC,,IND,50,d,0.000176715,0.008835729
STEESE,35_3,3,POTR,1.5,95,N,LITTER,,IND,50,d,0.000176715,0.008835729
STEESE,35_3,3,POTR,0.3,95,N,LITTER,,IND,50,d,7.07E-06,0.000353429
STEESE,35_3,3,POTR,0.7,95,Y,EQSC,,IND,50,d,3.85E-05,0.001924226
STEESE,35_3,3,BENE,2.3,90,Y,EQSC,,IND,50,d,0.000415476,0.020773781
STEESE,35_3,3,BENE,0.4,95,Y,EQSC,,IND,50,d,1.26E-05,0.000628319
STEESE,35_3,3,BENE,1.1,95,Y,LITTER,START,CLUMP,50,d,9.50E-05,0.004751659
STEESE,35_3,3,BENE,1.2,95,Y,LITTER,END,CLUMP,50,d,0.000113097,0.005654867
STEESE,35_3,3,BENE,0.6,90,N,EQSC,START,CLUMP,50,d,2.83E-05,0.001413717
STEESE,35_3,3,BENE,0.5,95,N,EQSC,,CLUMP,50,d,1.96E-05,0.000981748
STEESE,35_3,3,BENE,1,95,N,EQSC,,CLUMP,50,d,7.85E-05,0.003926991
STEESE,35_3,3,BENE,0.7,95,N,EQSC,,CLUMP,50,d,3.85E-05,0.001924226
STEESE,35_3,3,BENE,0.9,95,Y,EQSC,END,CLUMP,50,d,6.36E-05,0.003180863
STEESE,35_3,3,BENE,2.7,100,Y,MOSS,,IND,50,d,0.000572555,0.028627763
STEESE,35_3,3,BENE,0.7,90,Y,CHAN,,IND,50,d,3.85E-05,0.001924226
STEESE,35_3,3,POBA,2.3,95,Y,VAUL,,IND,50,d,0.000415476,0.020773781
STEESE,35_3,3,BENE,1.8,100,N,LITTER,,IND,50,d,0.000254469,0.01272345
STEESE,35_3,3,BENE,0.5,95,Y,EQSC,,IND,50,d,1.96E-05,0.000981748
STEESE,35_3,3,ARCTO,0.1,100,N,VAUL,START,CLUMP,50,d,7.85E-07,3.93E-05
STEESE,35_3,3,ARCTO,0.1,100,N,VAUL,,CLUMP,50,d,7.85E-07,3.93E-05
STEESE,35_3,3,ARCTO,0.3,30,N,VAUL,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,35_3,3,ARCTO,0.2,100,N,VAUL,END,CLUMP,50,d,3.14E-06,0.00015708
STEESE,35_3,3,POTR,0.3,95,N,LICHEN,,IND,50,d,7.07E-06,0.000353429
STEESE,35_3,3,POBA,1.5,90,Y,LEGR,START,CLUMP,50,d,0.000176715,0.008835729
STEESE,35_3,3,POBA,1.3,95,Y,LEGR,END,CLUMP,50,d,0.000132732,0.006636614
STEESE,35_3,3,SALIX,1.3,100,N,LEGR,START,CLUMP,50,d,0.000132732,0.006636614
STEESE,35_3,3,SALIX,1.5,100,N,LEGR,END,CLUMP,50,d,0.000176715,0.008835729
STEESE,35_3,3,SALIX,1,80,N,LEGR,START,CLUMP,50,d,7.85E-05,0.003926991
STEESE,35_3,3,SALIX,1.1,90,N,LEGR,,CLUMP,50,d,9.50E-05,0.004751659
STEESE,35_3,3,SALIX,0.3,90,N,LEGR,END,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.6,100,N,EQAR,,IND,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,2.1,30,Y,EQAR,START,CLUMP,50,d,0.000346361,0.01731803
STEESE,24_3,3,SALIX,1.4,100,Y,EQAR,,CLUMP,50,d,0.000153938,0.007696902
STEESE,24_3,3,POTR,2.7,95,N,MOSS,,IND,50,d,0.000572555,0.028627763
STEESE,24_3,3,POTR,3.7,95,N,LITTER,,IND,50,d,0.00107521,0.053760504
STEESE,24_3,3,SALIX,1.6,90,N,MOSS,START,CLUMP,50,d,0.000201062,0.010053096
STEESE,24_3,3,SALIX,1.7,95,Y,MOSS,END,CLUMP,50,d,0.00022698,0.011349003
STEESE,24_3,3,POTR,6.4,98,N,MOSS,,IND,50,d,0.003216991,0.160849544
STEESE,24_3,3,POTR,2.9,100,N,EQSC,,IND,50,d,0.00066052,0.033025993
STEESE,24_3,3,POTR,0.8,100,N,GRASS,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.7,95,N,GRASS,,IND,50,d,3.85E-05,0.001924226
STEESE,24_3,3,POTR,1.6,95,N,CHAN,,IND,50,d,0.000201062,0.010053096
STEESE,24_3,3,POTR,0.7,100,N,MOSS,,IND,50,d,3.85E-05,0.001924226
STEESE,24_3,3,POTR,3.2,90,Y,LITTER,,IND,50,d,0.000804248,0.040212386
STEESE,24_3,3,POTR,3.4,95,Y,LITTER,,IND,50,d,0.00090792,0.045396014
STEESE,24_3,3,POTR,4.2,100,N,CHAN,START,CLUMP,50,d,0.001385442,0.069272118
STEESE,24_3,3,POTR,3.3,100,N,CHAN,END,CLUMP,50,d,0.000855299,0.04276493
STEESE,24_3,3,POTR,2.6,90,N,EQSC,,IND,50,d,0.000530929,0.026546458
STEESE,24_3,3,POTR,4.5,95,N,EQSC,,IND,50,d,0.001590431,0.079521564
STEESE,24_3,3,POTR,1.3,90,N,EQSC,,IND,50,d,0.000132732,0.006636614
STEESE,24_3,3,BENE,3.6,100,N,LITTER,,IND,50,d,0.001017876,0.050893801
STEESE,24_3,3,POTR,5.1,100,Y,CHAN,,IND,50,d,0.002042821,0.102141031
STEESE,24_3,3,POTR,4.9,100,N,CHAN,,IND,50,d,0.001885741,0.09428705
STEESE,24_3,3,POTR,4.2,100,N,LITTER,,IND,50,d,0.001385442,0.069272118
STEESE,24_3,3,SALIX,1,90,Y,LITTER,,IND,50,d,7.85E-05,0.003926991
STEESE,24_3,3,SALIX,0.7,95,N,EQSC,,IND,50,d,3.85E-05,0.001924226
STEESE,24_3,3,SALIX,0.4,100,N,LITTER,START,CLUMP,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,END,CLUMP,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.1,100,N,EQSC,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.3,100,N,EQSC,START,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.3,100,Y,EQSC,END,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,POTR,0.9,100,N,EQSC,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.3,100,Y,EQSC,,IND,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.6,100,N,EQSC,START,CLUMP,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.9,95,N,EQSC,END,CLUMP,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,2,95,N,LITTER,,IND,50,d,0.000314159,0.015707963
STEESE,24_3,3,SALIX,0.4,100,N,EQAR,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,POTR,1,100,Y,LITTER,,IND,50,d,7.85E-05,0.003926991
STEESE,24_3,3,BENE,0.6,100,N,LITTER,,IND,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.4,95,N,EQAR,START,CLUMP,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.2,100,Y,EQAR,,CLUMP,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.3,100,N,EQAR,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.6,100,Y,EQAR,END,CLUMP,50,d,2.83E-05,0.001413717
STEESE,24_3,3,POTR,1.6,100,N,LITTER,,IND,50,d,0.000201062,0.010053096
STEESE,24_3,3,POTR,0.7,95,N,MOSS,,IND,50,d,3.85E-05,0.001924226
STEESE,24_3,3,POTR,0.4,100,N,LICHEN,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.3,100,N,MOSS,,IND,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.5,100,N,LITTER,START,CLUMP,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.5,95,N,LITTER,END,CLUMP,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.9,95,N,LITTER,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.5,100,N,MOSS,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.6,100,N,LITTER,,IND,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.5,100,N,LITTER,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.3,100,N,LITTER,,IND,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.3,100,N,LITTER,START,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.8,90,Y,LITTER,END,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,2,95,N,LITTER,,IND,50,d,0.000314159,0.015707963
STEESE,24_3,3,SALIX,0.8,100,N,LITTER,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.8,90,Y,LITTER,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.1,100,N,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.3,100,N,LITTER,,IND,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.6,100,N,LITTER,START,CLUMP,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.7,95,Y,LITTER,,CLUMP,50,d,3.85E-05,0.001924226
STEESE,24_3,3,SALIX,0.3,100,N,LITTER,END,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.5,100,N,LITTER,END,CLUMP,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.3,100,N,LITTER,,IND,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.4,100,Y,LITTER,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,POTR,0.1,95,Y,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.5,100,N,CHAN,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.9,95,N,CHAN,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.4,100,N,MOSS,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,POTR,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,1.9,100,N,CHAN,,IND,50,d,0.000283529,0.014176437
STEESE,24_3,3,POTR,3.1,95,Y,LITTER,,IND,50,d,0.000754768,0.037738382
STEESE,24_3,3,SALIX,0.3,100,N,LITTER,,IND,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.4,100,N,LITTER,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.8,95,N,LITTER,START,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.8,95,Y,LITTER,END,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.8,95,Y,LICHEN,START,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.6,100,N,LICHEN,END,CLUMP,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.5,100,N,MOSS,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.2,100,N,LICHEN,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,1,90,N,LITTER,,IND,50,d,7.85E-05,0.003926991
STEESE,24_3,3,SALIX,0.6,100,N,LITTER,,IND,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.5,95,Y,LITTER,START,CLUMP,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.8,95,N,LITTER,END,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.5,95,N,CHAN,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,SALIX,0.7,100,Y,LITTER,,IND,50,d,3.85E-05,0.001924226
STEESE,24_3,3,SALIX,0.4,100,N,LITTER,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.9,100,N,LITTER,START,CLUMP,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.3,90,Y,LITTER,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.8,100,N,LITTER,END,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,1,95,N,CHAN,START,CLUMP,50,d,7.85E-05,0.003926991
STEESE,24_3,3,SALIX,0.9,100,N,CHAN,END,CLUMP,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.9,95,N,LITTER,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,POTR,1.7,95,Y,LITTER,,IND,50,d,0.00022698,0.011349003
STEESE,24_3,3,POTR,5.7,95,N,MOSS,,IND,50,d,0.002551759,0.127587932
STEESE,24_3,3,SALIX,0.6,100,N,LITTER,,IND,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.8,95,N,LITTER,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.6,100,N,LITTER,,IND,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.1,100,N,CHAN,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.5,95,Y,LITTER,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,POTR,2,100,N,MOSS,,IND,50,d,0.000314159,0.015707963
STEESE,24_3,3,SALIX,0.9,95,N,LITTER,START,CLUMP,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,END,CLUMP,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.1,100,N,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.1,100,N,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.4,100,N,LITTER,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.1,100,N,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.9,85,Y,LITTER,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.1,100,N,LICHEN,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,POTR,0.5,100,N,CHAN,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,POTR,3.7,100,N,LITTER,,IND,50,d,0.00107521,0.053760504
STEESE,24_3,3,SALIX,1,100,Y,LITTER,START,CLUMP,50,d,7.85E-05,0.003926991
STEESE,24_3,3,SALIX,0.8,95,Y,LITTER,,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,1.1,90,N,LITTER,END,CLUMP,50,d,9.50E-05,0.004751659
STEESE,24_3,3,POTR,0.2,100,Y,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,SALIX,0.7,100,N,LITTER,,IND,50,d,3.85E-05,0.001924226
STEESE,24_3,3,SALIX,0.4,100,N,LITTER,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.6,100,N,LITTER,START,CLUMP,50,d,2.83E-05,0.001413717
STEESE,24_3,3,SALIX,0.1,100,N,LITTER,,CLUMP,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.8,90,Y,LITTER,END,CLUMP,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,0.5,100,N,LITTER,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,POTR,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,0.1,100,N,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,POTR,0.9,100,N,LITTER,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.1,100,N,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.1,100,N,LITTER,,IND,50,d,7.85E-07,3.93E-05
STEESE,24_3,3,SALIX,0.3,100,N,EQAR,START,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.3,100,N,EQAR,,CLUMP,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.5,100,N,EQAR,END,CLUMP,50,d,1.96E-05,0.000981748
STEESE,24_3,3,POTR,0.9,95,N,LITTER,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.2,95,N,LICHEN,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,3.1,100,N,GRASS,,IND,50,d,0.000754768,0.037738382
STEESE,24_3,3,SALIX,1.1,95,N,LITTER,,IND,50,d,9.50E-05,0.004751659
STEESE,24_3,3,SALIX,1.8,95,Y,LITTER,,IND,50,d,0.000254469,0.01272345
STEESE,24_3,3,SALIX,1,95,Y,LITTER,,IND,50,d,7.85E-05,0.003926991
STEESE,24_3,3,SALIX,0.8,95,N,LITTER,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,1.5,95,Y,LITTER,,IND,50,d,0.000176715,0.008835729
STEESE,24_3,3,POTR,1.8,95,Y,EQAR,,IND,50,d,0.000254469,0.01272345
STEESE,24_3,3,POTR,3.1,95,N,LITTER,,IND,50,d,0.000754768,0.037738382
STEESE,24_3,3,SALIX,1.2,100,Y,LITTER,,IND,50,d,0.000113097,0.005654867
STEESE,24_3,3,POTR,2.3,95,Y,CHAN,,IND,50,d,0.000415476,0.020773781
STEESE,24_3,3,POTR,5.5,100,N,LITTER,START,CLUMP,50,d,0.002375829,0.118791472
STEESE,24_3,3,POTR,4.7,100,N,LITTER,END,CLUMP,50,d,0.001734945,0.086747227
STEESE,24_3,3,SALIX,0.9,100,Y,GRASS,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,POTR,0.2,100,N,LICHEN,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,4.1,95,N,LITTER,,IND,50,d,0.001320254,0.066012716
STEESE,24_3,3,BENE,0.2,100,N,MOSS,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,0.8,100,N,LICHEN,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,POTR,1.7,95,N,CHAN,,IND,50,d,0.00022698,0.011349003
STEESE,24_3,3,SALIX,0.4,95,Y,LITTER,START,CLUMP,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.7,95,Y,LITTER,,CLUMP,50,d,3.85E-05,0.001924226
STEESE,24_3,3,SALIX,0.4,100,Y,LITTER,END,CLUMP,50,d,1.26E-05,0.000628319
STEESE,24_3,3,SALIX,0.8,100,N,CHAN,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,SALIX,1,100,N,CHAN,,IND,50,d,7.85E-05,0.003926991
STEESE,24_3,3,SALIX,0.7,100,N,CHAN,,IND,50,d,3.85E-05,0.001924226
STEESE,24_3,3,SALIX,0.3,100,N,CHAN,,IND,50,d,7.07E-06,0.000353429
STEESE,24_3,3,SALIX,0.9,95,Y,CHAN,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,SALIX,0.4,100,N,LITTER,,IND,50,d,1.26E-05,0.000628319
STEESE,24_3,3,POTR,1.7,95,N,LITTER,,IND,50,d,0.00022698,0.011349003
STEESE,24_3,3,POTR,0.9,90,N,LITTER,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,POTR,1.8,95,N,LITTER,,IND,50,d,0.000254469,0.01272345
STEESE,24_3,3,POTR,1.5,90,N,CHAN,,IND,50,d,0.000176715,0.008835729
STEESE,24_3,3,POTR,3.2,95,N,CHAN,,IND,50,d,0.000804248,0.040212386
STEESE,24_3,3,SALIX,0.2,100,N,LITTER,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,0.9,100,N,MOSS,,IND,50,d,6.36E-05,0.003180863
STEESE,24_3,3,BENE,0.8,100,N,EQAR,,IND,50,d,5.03E-05,0.002513274
STEESE,24_3,3,POTR,4.6,90,Y,EQAR,,IND,50,d,0.001661903,0.083095126
STEESE,24_3,3,POTR,0.5,100,N,MOSS,,IND,50,d,1.96E-05,0.000981748
STEESE,24_3,3,POTR,3.6,90,N,LITTER,,IND,50,d,0.001017876,0.050893801
STEESE,24_3,3,POTR,2,95,N,LICHEN,,IND,50,d,0.000314159,0.015707963
STEESE,24_3,3,POTR,0.2,70,N,EQAR,,IND,50,d,3.14E-06,0.00015708
STEESE,24_3,3,POTR,1,95,N,LICHEN,,IND,50,d,7.85E-05,0.003926991
STEESE,24_3,3,POTR,3.4,80,N,LITTER,,IND,50,d,0.00090792,0.045396014
STEESE,24_3,3,POTR,5.4,100,N,LITTER,,IND,50,d,0.002290221,0.114511052
